lokasi,harga,kamar_tidur,bangunan,lahan,alamat,kamar_mandi,sistem_alarm,gym,internet_broadband_wifi,tv_kabel,pemanas_ruangan,pendingin_ruangan,air_panas,telepon,televisi,kitchen_set,garasi,secure_parking,kolam_renang,lapangan_tenis,balkon,dek,halaman_terbuka,area_hiburan_outdoor,pagar_penuh,taman,keamanan_24_jam,taman_bermain_anak,malioboro,masjid_jogokariyan,malioboro_mall,universitas_ahmad_dahlan,terminal_giwangan,universitas_gadjah_mada,universitas_sarjanawiyata_tamansiswa,universitas_pembangunan_nasional_veteran_yogyakarta,lippo_plaza_jogja,masjid_gedhe_kauman,universitas_islam_indonesia,sleman_city_hall,institut_seni_indonesia_yogyakarta,sekolah_tinggi_teknologi_adisutjipto,universitas_jenderal_achmad_yani,universitas_tidar,jogja_city_mall,ambarrukmo_plaza,universitas_muhammadiyah_yogyakarta,monumen_jogja_kembali,stasiun_yogyakarta,universitas_teknologi_yogyakarta,universitas_negeri_yogyakarta,sman_1_teladan_yogyakarta,rs_panti_nugroho,galeria_mall,rumah_sakit_jogja_international_hospital,universitas_kristen_duta_wacana,stasiun_tugu,institut_sains_dan_teknologi_akprind,tugu_yogyakarta,universitas_aisyiyah,universitas_atmajaya_yogyakarta,rs_sardjito_yogyakarta,sman_6_yogyakarta,stmik_amikom_yogyakarta,universitas_islam_negeri_sunan_kalijaga,gereja_saint_francis_xaverius_yogyakarta,sahid_j_walk,rumah_sakit_panti_rapih,universitas_sanata_dharma_yogyakarta,sman_3_yogyakarta,jenis_rumah,kategori,latitude,longitude
Wirobrajan,2400000000,3,77,239,"Wirobrajan, Yogyakarta, Indonesia, Wirobrajan, Yogyakarta",2,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,perumahan biasa,non premium,-7.8026238,110.3504467
Wirobrajan,2000000000,4,256,153,"Wirobrajan, Yogyakarta, Indonesia, Wirobrajan, Yogyakarta",3,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Wirobrajan,1290000000,4,103,107,"Wirobrajan, Yogyakarta, Indonesia, Wirobrajan, Yogyakarta",3,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Mantrijeron,3500000000,3,120,139,"Mantrijeron, Yogyakarta, Indonesia, Mantrijeron, Yogyakarta",1,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Umbulharjo,5000000000,8,400,320,"Umbulharjo, Yogyakarta, Indonesia, Umbulharjo, Yogyakarta",5,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Mantrijeron,2500000000,6,250,350,"Mantrijeron, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Umbulharjo,1500000000,7,140,101,"Umbulharjo, Yogyakarta",7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Mantrijeron,2500000000,6,250,350,"Suryowijayan Mantrijeron Yogyakarta, Mantrijeron, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Wirobrajan,1900000000,5,198,146,"Wirobrajan, Yogyakarta, Indonesia, Wirobrajan, Yogyakarta",4,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Wirobrajan,1600000000,4,93,165,"Wirobrajan, Yogyakarta, Indonesia, Wirobrajan, Yogyakarta",3,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Mantrijeron,1700000000,4,163,129,"Mantrijeron, Yogyakarta, Indonesia, Mantrijeron, Yogyakarta",4,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Mantrijeron,1750000000,3,103,146,"Mantrijeron, Yogyakarta, Indonesia, Mantrijeron, Yogyakarta",2,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Mantrijeron,1700000000,5,195,126,"Mantrijeron, Yogyakarta, Indonesia, Mantrijeron, Yogyakarta",3,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Mantrijeron,1850000000,3,123,127,"Mantrijeron, Yogyakarta, Indonesia, Mantrijeron, Yogyakarta",2,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Mantrijeron,1600000000,4,183,213,"Mantrijeron, Yogyakarta, Indonesia, Mantrijeron, Yogyakarta",2,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Wirobrajan,1900000000,5,213,245,"Wirobrajan, Yogyakarta, Indonesia, Wirobrajan, Yogyakarta",1,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Wirobrajan,1700000000,3,100,225,"Wirobrajan, Yogyakarta, Indonesia, Wirobrajan, Yogyakarta",1,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Wirobrajan,2600000000,4,297,165,"Wirobrajan, Yogyakarta, Indonesia, Wirobrajan, Yogyakarta",4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Umbulharjo,2350000000,4,202,389,"Umbulharjo, Yogyakarta, Indonesia, Umbulharjo, Yogyakarta",3,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Wirobrajan,2400000000,3,75,238,"Wirobrajan, Yogyakarta, Indonesia, Wirobrajan, Yogyakarta",2,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Wirobrajan,2000000000,4,260,148,"Wirobrajan, Yogyakarta, Indonesia, Wirobrajan, Yogyakarta",3,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Gondokusuman,1290000000,4,104,108,"Gondokusuman, Yogyakarta, Indonesia, Gondokusuman, Yogyakarta",3,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.78674395,110.3809996
Umbulharjo,449147147,2,45,94,"barat kantor kelurahan bangunjiwo, jalan tugu gentong, Umbulharjo, Yogyakarta",1,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Kotagede,1200000000,5,105,106,"Kotagede, Yogyakarta",6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,premium,-7.81831055,110.3979409
Umbulharjo,4800000000,7,353,257,"Umbulharjo, Yogyakarta, Indonesia, Umbulharjo, Yogyakarta",4,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,perumahan biasa,non premium,-7.8143777,110.3873737
Umbulharjo,4100000000,5,227,236,"Umbulharjo, Yogyakarta, Indonesia, Umbulharjo, Yogyakarta",4,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Umbulharjo,4200000000,6,263,205,"Umbulharjo, Yogyakarta, Indonesia, Umbulharjo, Yogyakarta",5,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,perumahan biasa,non premium,-7.8143777,110.3873737
Wirobrajan,7500000000,10,559,340,"Wirobrajan, Yogyakarta",9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Mantrijeron,525000000,2,50,80,"Mantrijeron, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Wirobrajan,680000000,2,130,90,"Wirobrajan, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Wirobrajan,685000000,2,130,90,"Wirobrajan, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Kotagede,1400000000,3,130,160,"Kotagede, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,perumahan biasa,non premium,-7.81831055,110.3979409
Mergangsan,2000000000,5,200,459,"Mergangsan, Yogyakarta, Indonesia, Mergangsan, Yogyakarta",2,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8147344,110.372558
Wirobrajan,2800000000,6,252,144,"Tegalrejo, Yogyakarta, Indonesia, Wirobrajan, Yogyakarta",6,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Umbulharjo,850000000,6,100,110,"Umbulharjo, Yogyakarta",5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,kost,non premium,-7.8143777,110.3873737
Kotagede,450000000,10,100,111,"Jalan Kusumanegara, Yogyakarta, Indonesia, Kotagede, Yogyakarta",10,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,kost,non premium,-7.81831055,110.3979409
Umbulharjo,1409000000,4,140,428,"Bugisan Kel., Prambanan, Klaten, Indonesia, Umbulharjo, Yogyakarta",4,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Umbulharjo,4000000000,10,540,418,"Umbulharjo, Yogyakarta",10,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Mantrijeron,2350000000,4,200,393,"Mantrijeron, Yogyakarta, Indonesia, Mantrijeron, Yogyakarta",3,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Wirobrajan,950000000,4,160,189,"Wirobrajan, Yogyakarta",3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Umbulharjo,1750000000,5,216,172,"Umbulharjo Kodya Yogyakarta, Umbulharjo, Yogyakarta",3,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Mantrijeron,900000000,3,90,114,"Mantrijeron, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Mantrijeron,1250000000,3,120,80,"Mantrijeron, Yogyakarta",3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Umbulharjo,1495000000,3,90,90,"Umbulharjo, Yogyakarta",2,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Umbulharjo,1700000000,4,234,205,"Umbulharjo, Yogyakarta",3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Umbulharjo,2600000000,4,300,160,"Umbulharjo, Yogyakarta, Indonesia, Umbulharjo, Yogyakarta",4,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Kotagede,1500000000,4,145,115,"Rejowinangun Kotagede Yogyakarta, Kotagede, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Kotagede,698000000,2,40,111,"Jalan Kusumanegara, Yogyakarta, Indonesia, Kotagede, Yogyakarta",1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Umbulharjo,4499989999,10,540,418,"Umbulharjo, Yogyakarta, Indonesia, Umbulharjo, Yogyakarta",9,N,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Umbulharjo,2500000000,3,160,136,"Umbulharjo, Yogyakarta",4,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,penginapan,non premium,-7.8143777,110.3873737
Umbulharjo,430000000,2,90,45,"Warungboto Umbulharjo Yogyakarta, Umbulharjo, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Umbulharjo,1650000000,4,125,105,"Umbulharjo, Yogyakarta",3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Wirobrajan,240000000,2,32,60,"Solodiran, Manisrenggo, Klaten , Jawa Tengah, Wirobrajan, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Kotagede,1200000000,10,100,111,"Jalan Kusumanegara, Yogyakarta, Indonesia, Kotagede, Yogyakarta",10,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,kost,non premium,-7.81831055,110.3979409
Mantrijeron,1100000000,3,160,90,"Jogokariyan Mantrijeron Yogyakarta, Mantrijeron, Yogyakarta",3,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Kotagede,9300000000,5,502,531,"Kotagede, Yogyakarta, Indonesia, Kotagede, Yogyakarta",4,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Kotagede,4200000000,5,257,276,"Kotagede, Yogyakarta, Indonesia, Kotagede, Yogyakarta",4,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Kotagede,4100000000,5,229,236,"Kotagede, Yogyakarta, Indonesia, Kotagede, Yogyakarta",4,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,perumahan biasa,non premium,-7.81831055,110.3979409
Kotagede,4200000000,6,260,195,"Kotagede, Yogyakarta, Indonesia, Kotagede, Yogyakarta",5,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,perumahan biasa,non premium,-7.81831055,110.3979409
Kotagede,3900000000,9,283,279,"Kotagede, Yogyakarta, Indonesia, Kotagede, Yogyakarta",9,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Kotagede,3500000000,5,403,295,"Kotagede, Yogyakarta, Indonesia, Kotagede, Yogyakarta",4,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Kotagede,3500000000,13,543,423,"Kotagede, Yogyakarta, Indonesia, Kotagede, Yogyakarta",8,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,penginapan,non premium,-7.81831055,110.3979409
